frequency	counts0012	err	RUN0	RUN1	RUN2	RUN3	RUN4	RUN5	RUN6	RUN7	RUN8	RUN9
49.647669	0.27333333333	0.042687494916	0.53333333333	0.33333333333	0.33333333333	0.46666666667	0.26666666667	0.26666666667	0.13333333333	0.26666666667	0.13333333333	0
49.647671	0.22	0.03829708431	0.53333333333	0.46666666667	0.2	0.13333333333	0.26666666667	0.066666666667	0.13333333333	0.2	0.066666666667	0.13333333333
49.647673	0.2	0.036514837167	0.2	0	0.4	0.13333333333	0.066666666667	0.26666666667	0.2	0.53333333333	0.13333333333	0.066666666667
49.647675	0.26666666667	0.042163702136	0.26666666667	0.2	0.26666666667	0.53333333333	0.2	0.26666666667	0.066666666667	0.33333333333	0.33333333333	0.2
49.647677	0.25333333333	0.041096093353	0.53333333333	0.13333333333	0.2	0.066666666667	0.4	0.26666666667	0.4	0.26666666667	0	0.26666666667
49.647679	0.31333333333	0.045704364003	0.53333333333	0.13333333333	0.2	0.4	0.4	0.53333333333	0.4	0.26666666667	0.2	0.066666666667
49.647681	0.26	0.041633319989	0.2	0.13333333333	0.2	0.6	0.2	0.066666666667	0.2	0.6	0.33333333333	0.066666666667
49.647683	0.17333333333	0.033993463424	0	0.2	0.26666666667	0.2	0.26666666667	0.066666666667	0.26666666667	0.2	0.066666666667	0.2
49.647685	0.20666666667	0.037118429086	0.13333333333	0.13333333333	0.13333333333	0.53333333333	0.2	0.066666666667	0.2	0.2	0.13333333333	0.33333333333
49.647687	0.28666666667	0.043716256829	0.066666666667	0.46666666667	0.13333333333	0.46666666667	0.33333333333	0.13333333333	0.2	0.2	0.46666666667	0.4
49.647689	0.28	0.043204937989	0.26666666667	0.46666666667	0.33333333333	0.066666666667	0.33333333333	0.53333333333	0.13333333333	0.26666666667	0.26666666667	0.13333333333
49.647691	0.34666666667	0.048074017006	0.26666666667	0.33333333333	0.4	0.26666666667	0.66666666667	0.53333333333	0.13333333333	0.13333333333	0.53333333333	0.2
49.647693	0.35333333333	0.048534065929	0.46666666667	0.26666666667	0.33333333333	0.8	0.2	0.2	0.6	0.2	0.13333333333	0.33333333333
49.647695	0.32666666667	0.046666666667	0.53333333333	0.4	0.33333333333	0.26666666667	0.066666666667	0.53333333333	0.33333333333	0.13333333333	0.53333333333	0.13333333333
49.647697	0.26	0.041633319989	0.33333333333	0.46666666667	0.13333333333	0.13333333333	0.13333333333	0.66666666667	0.26666666667	0.13333333333	0.13333333333	0.2
49.647699	0.50666666667	0.058118652581	0.73333333333	0.53333333333	0.4	0.6	0.93333333333	0.46666666667	0.26666666667	0.33333333333	0.26666666667	0.53333333333
49.647701	0.30666666667	0.045215533221	0.33333333333	0.13333333333	0.6	0.2	0.26666666667	0.26666666667	0.13333333333	0.2	0.4	0.53333333333
49.647703	0.37333333333	0.049888765157	0.4	0.26666666667	0.26666666667	0.66666666667	0.53333333333	0.2	0.066666666667	0.26666666667	0.33333333333	0.73333333333
49.647705	0.4	0.051639777949	0.4	0.46666666667	0.33333333333	0.53333333333	0.13333333333	0.26666666667	0.33333333333	0.46666666667	0.6	0.46666666667
49.647707	0.55333333333	0.060736223861	0.86666666667	0.66666666667	0.46666666667	0.93333333333	0.33333333333	0.66666666667	0.33333333333	0.4	0.6	0.26666666667
49.647709	0.87333333333	0.076303487615	0.86666666667	1.3333333333	0.66666666667	0.73333333333	0.6	1.0666666667	0.86666666667	0.66666666667	0.8	1.1333333333
49.647711	0.98666666667	0.081103500404	0.86666666667	0.93333333333	0.66666666667	1.5333333333	0.73333333333	0.8	1.4	1.0666666667	0.8	1.0666666667
49.647713	1.1666666667	0.088191710369	1.2666666667	0.73333333333	0.73333333333	1.6	1.6666666667	0.8	1.6666666667	1.3333333333	0.66666666667	1.2
49.647715	1.4733333333	0.099107124982	1.9333333333	1.3333333333	1.4666666667	1.5333333333	1.8666666667	1.1333333333	1.4666666667	1.7333333333	1.1333333333	1.1333333333
