frequency	counts0012	err	RUN0	RUN1	RUN2	RUN3	RUN4	RUN5	RUN6	RUN7	RUN8	RUN9
49.647717	1.24	0.090921211313	0.66666666667	1.0666666667	1.3333333333	1.2	1.4666666667	1.4	1.6666666667	1.1333333333	1.2	1.2666666667
49.647719	1.14	0.087177978871	1.2666666667	1.3333333333	1	1.2666666667	0.8	1.4666666667	1.4666666667	0.73333333333	1.0666666667	1
49.647721	0.91333333333	0.078031332738	1.2	0.66666666667	1.2666666667	1	1.2	0.6	0.86666666667	0.6	0.93333333333	0.8
49.647723	0.76	0.07118052168	0.46666666667	0.86666666667	0.93333333333	1.4	0.93333333333	1.0666666667	0.6	0.4	0.26666666667	0.66666666667
49.647725	0.64666666667	0.065659052012	1.1333333333	0.66666666667	1.0666666667	0.53333333333	0.6	0.4	0.4	0.6	0.66666666667	0.4
49.647727	0.52	0.058878405776	1.0666666667	0.66666666667	0.6	0.26666666667	0.6	0.53333333333	0.26666666667	0.26666666667	0.33333333333	0.6
49.647729	0.36666666667	0.049441323247	0.66666666667	0.13333333333	0.4	0.46666666667	0.53333333333	0.26666666667	0.33333333333	0.2	0.13333333333	0.53333333333
49.647731	0.36	0.048989794856	0.6	0.4	0.26666666667	0.26666666667	0.53333333333	0.2	0.33333333333	0.26666666667	0.33333333333	0.4
49.647733	0.33333333333	0.047140452079	0.066666666667	0.13333333333	0.33333333333	0.66666666667	0.73333333333	0.13333333333	0.26666666667	0.2	0.26666666667	0.53333333333
49.647735	0.37333333333	0.049888765157	0.4	0.26666666667	0.73333333333	0.2	0.6	0.46666666667	0.2	0.26666666667	0.26666666667	0.33333333333
49.647737	0.38666666667	0.050771820706	0.86666666667	0.4	0.13333333333	0.26666666667	0.6	0.4	0.2	0.46666666667	0.2	0.33333333333
49.647739	0.36666666667	0.049441323247	0.53333333333	0.46666666667	0.33333333333	0.33333333333	0.2	0.2	0.2	0.26666666667	0.6	0.53333333333
49.647741	0.23333333333	0.039440531887	0.13333333333	0.066666666667	0.33333333333	0.33333333333	0.33333333333	0.066666666667	0.33333333333	0.4	0	0.33333333333
49.647743	0.28666666667	0.043716256829	0.33333333333	0.2	0.4	0.2	0.2	0.53333333333	0.26666666667	0.46666666667	0.066666666667	0.2
49.647745	0.31333333333	0.045704364003	0.26666666667	0.2	0.66666666667	0.53333333333	0.33333333333	0.46666666667	0	0.26666666667	0.2	0.2
49.647747	0.33333333333	0.047140452079	0.4	0.26666666667	0.6	0.6	0.13333333333	0.066666666667	0.066666666667	0.2	0.8	0.2
49.647749	0.26	0.041633319989	0.4	0.46666666667	0.066666666667	0.26666666667	0.066666666667	0.4	0.13333333333	0.33333333333	0.13333333333	0.33333333333
49.647751	0.29333333333	0.044221663871	0.53333333333	0.13333333333	0.066666666667	0.33333333333	0.4	0.2	0.46666666667	0.6	0.13333333333	0.066666666667
49.647753	0.30666666667	0.045215533221	0.2	0.46666666667	0.4	0.4	0.33333333333	0.13333333333	0.2	0.4	0.4	0.13333333333
49.647755	0.31333333333	0.045704364003	0.13333333333	0.46666666667	0.2	0.26666666667	0.26666666667	0.26666666667	0.26666666667	0.33333333333	0.2	0.73333333333
49.647757	0.24	0.04	0.26666666667	0.33333333333	0.33333333333	0.4	0.46666666667	0.2	0	0.2	0.13333333333	0.066666666667
49.647759	0.2	0.036514837167	0.13333333333	0.2	0.4	0.26666666667	0.26666666667	0.26666666667	0.26666666667	0.066666666667	0.13333333333	0
49.647761	0.26666666667	0.042163702136	0.26666666667	0.066666666667	0.2	0.53333333333	0.2	0.4	0.2	0.26666666667	0.26666666667	0.26666666667
49.647763	0.23333333333	0.039440531887	0.4	0.2	0.26666666667	0.13333333333	0.066666666667	0.2	0.2	0.13333333333	0.13333333333	0.6
49.647765	0.30666666667	0.045215533221	0.33333333333	0.2	0.4	0.26666666667	0.33333333333	0.33333333333	0.4	0.46666666667	0.26666666667	0.066666666667
49.647767	0.25333333333	0.041096093353	0.4	0.26666666667	0.4	0.33333333333	0.13333333333	0.2	0.26666666667	0.066666666667	0.2	0.26666666667
49.647769	0.28	0.043204937989	0.13333333333	0.26666666667	0.33333333333	0.066666666667	0.2	0.26666666667	0.26666666667	0.46666666667	0.2	0.6
